Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification
3 Series,2024,Africa,Red,Hybrid,Automatic,2.7,71340,111432,8829,High
M5,2013,Africa,Red,Diesel,Manual,3.8,69844,41070,8394,High
i3,2018,Middle East,Blue,Hybrid,Automatic,2.4,164978,99364,7686,High
M3,2017,Middle East,Silver,Petrol,Automatic,4.6,7897,116400,1949,Low
i8,2018,South America,Silver,Hybrid,Automatic,1.9,6387,113216,5647,Low
X6,2017,Africa,Grey,Diesel,Manual,4.8,3337,80267,1964,Low
3 Series,2011,Europe,Grey,Diesel,Automatic,2.7,162221,79561,3297,Low
X1,2010,Middle East,Red,Petrol,Manual,2.1,89932,33817,5861,Low
M3,2015,Middle East,Red,Electric,Automatic,3.6,105649,83223,265,Low
X1,2015,Middle East,Grey,Petrol,Manual,2.2,154658,71201,2179,Low
M3,2021,Middle East,Black,Hybrid,Manual,1.9,46657,30063,4819,Low
7 Series,2021,Asia,Red,Hybrid,Automatic,3.5,140182,76228,2019,Low
M3,2011,Europe,Black,Petrol,Automatic,4.8,42199,70170,1413,Low
5 Series,2022,Asia,Silver,Petrol,Automatic,3.5,2247,78078,2228,Low
X6,2020,North America,Red,Hybrid,Automatic,3.8,29860,65772,8300,High
M3,2024,Middle East,Silver,Electric,Manual,4.3,178942,32109,3727,Low
X5,2023,North America,Red,Electric,Manual,2.9,77603,117194,3044,Low
X5,2017,Africa,Red,Petrol,Manual,4.5,91884,104285,4116,Low
X6,2014,Europe,Grey,Electric,Manual,3.0,76761,63202,5846,Low
X3,2016,Asia,Silver,Petrol,Automatic,1.6,54189,70852,4964,Low
X1,2024,North America,Red,Petrol,Automatic,4.8,151684,109907,3951,Low
X3,2010,North America,White,Petrol,Automatic,2.1,167121,96807,216,Low
X6,2019,Africa,Silver,Diesel,Automatic,2.6,104349,86898,4455,Low
M5,2024,Middle East,Blue,Hybrid,Automatic,2.1,193871,66082,4744,Low
M5,2013,Africa,Red,Diesel,Manual,2.5,160083,95276,3070,Low
X5,2016,North America,Blue,Petrol,Manual,4.9,53151,44777,9741,High
M5,2011,Middle East,Grey,Petrol,Manual,4.6,196335,61960,2304,Low
X1,2023,Africa,Blue,Diesel,Manual,3.4,17861,84643,4966,Low
X5,2019,Africa,Silver,Electric,Automatic,4.4,105015,33818,1940,Low
i8,2014,North America,Grey,Hybrid,Automatic,2.8,113589,104605,3775,Low
X6,2024,Asia,Red,Hybrid,Automatic,2.5,18942,92922,4783,Low
X1,2010,Europe,Black,Hybrid,Automatic,4.2,169645,92607,5138,Low
X1,2022,Africa,Grey,Petrol,Automatic,3.5,150457,108604,1766,Low
3 Series,2010,Europe,Grey,Petrol,Manual,4.5,105359,73212,5905,Low
7 Series,2011,Middle East,White,Hybrid,Automatic,2.8,18302,43389,3272,Low
i8,2023,Asia,Black,Diesel,Manual,3.1,151361,43533,7807,High
3 Series,2024,South America,White,Diesel,Automatic,2.8,139792,70328,573,Low
M5,2019,Middle East,Blue,Electric,Automatic,2.9,125036,74604,6890,Low
X5,2016,South America,Silver,Petrol,Automatic,1.9,110556,51681,4418,Low
M3,2024,North America,Blue,Electric,Manual,2.2,147489,73742,9417,High
5 Series,2020,Middle East,Red,Petrol,Manual,4.2,80980,75389,6047,Low
X3,2013,North America,Silver,Diesel,Manual,2.8,84696,60200,1374,Low
X6,2011,North America,Blue,Petrol,Automatic,1.7,112460,116186,7781,High
M5,2012,Middle East,Red,Petrol,Automatic,3.7,75793,48863,6353,Low
X3,2024,Europe,Grey,Petrol,Automatic,3.5,196564,98393,3021,Low
5 Series,2024,Asia,Grey,Hybrid,Automatic,3.0,159774,91490,9178,High
M5,2022,Asia,Silver,Petrol,Manual,4.7,125877,102017,4935,Low
M5,2017,South America,Silver,Petrol,Manual,2.1,186905,58216,5780,Low
X1,2021,Africa,Silver,Diesel,Automatic,2.5,64426,95495,3136,Low
M5,2011,South America,Silver,Hybrid,Automatic,4.3,32284,34174,7892,High
i8,2013,Middle East,Black,Diesel,Manual,3.9,104934,33173,8652,High
X6,2019,Middle East,Silver,Diesel,Manual,4.0,124129,106213,8905,High
i3,2020,North America,Grey,Petrol,Automatic,3.7,22437,114884,6503,Low
i3,2010,Africa,White,Petrol,Automatic,1.9,76146,51456,9992,High
X5,2020,Middle East,Red,Petrol,Manual,4.1,40498,59826,9403,High
X3,2020,Middle East,White,Electric,Automatic,3.0,89460,105030,9562,High
i3,2010,Middle East,Grey,Hybrid,Manual,4.8,1699,65842,9279,High
3 Series,2016,Europe,Red,Diesel,Manual,4.4,83813,100055,7294,High
X3,2019,Asia,White,Petrol,Manual,2.8,101107,98892,5977,Low
i3,2021,Europe,Silver,Petrol,Manual,3.2,67073,81502,5946,Low
7 Series,2021,South America,Black,Diesel,Manual,1.5,130138,39495,292,Low
3 Series,2020,Africa,Black,Petrol,Automatic,4.6,124131,48749,2085,Low
X3,2012,North America,Red,Electric,Automatic,1.5,155573,71033,5436,Low
M5,2011,South America,Black,Electric,Automatic,3.1,3139,99812,791,Low
3 Series,2019,Africa,Blue,Diesel,Manual,2.6,156916,82381,8241,High
X3,2013,Middle East,Grey,Diesel,Manual,3.8,120974,109393,4241,Low
5 Series,2017,Middle East,White,Electric,Manual,2.6,106372,95752,290,Low
M5,2010,Europe,Blue,Electric,Automatic,4.0,52357,70378,1317,Low
5 Series,2012,Africa,Black,Hybrid,Manual,3.9,97633,73762,7846,High
X1,2022,Asia,Grey,Hybrid,Automatic,4.4,167065,32250,6370,Low
5 Series,2014,Europe,Black,Petrol,Manual,2.7,107737,32089,1404,Low
M5,2017,North America,Red,Hybrid,Manual,2.3,47408,32353,4040,Low
X6,2010,Europe,Blue,Petrol,Automatic,1.7,165024,40212,8549,High
X5,2010,Europe,Silver,Petrol,Manual,2.1,183698,98774,1109,Low
3 Series,2017,Africa,Red,Electric,Manual,3.6,189223,106584,3823,Low
i8,2021,Asia,Red,Petrol,Automatic,4.9,9453,80622,3271,Low
X6,2020,South America,Red,Hybrid,Automatic,2.1,119001,52629,1980,Low
X6,2024,Europe,Black,Diesel,Manual,2.3,160096,37215,4825,Low
7 Series,2021,South America,Silver,Petrol,Automatic,3.7,67609,79656,1080,Low
X3,2010,North America,Red,Electric,Automatic,1.5,40927,62008,7502,High
M5,2017,Europe,Blue,Hybrid,Automatic,3.4,41873,118157,5379,Low
X5,2013,Europe,Grey,Hybrid,Automatic,2.7,136204,89404,9716,High
3 Series,2018,North America,Red,Hybrid,Manual,3.4,18761,41146,2503,Low
i3,2022,South America,Grey,Hybrid,Manual,2.3,182673,55278,1009,Low
i3,2021,Asia,Red,Diesel,Automatic,1.5,191227,108561,5002,Low
7 Series,2020,Asia,Black,Hybrid,Automatic,2.2,45496,114298,9682,High
3 Series,2012,North America,Red,Electric,Manual,4.0,95568,114519,1257,Low
M3,2022,Europe,Grey,Petrol,Manual,4.2,41134,32001,4273,Low
i3,2012,Europe,White,Hybrid,Manual,2.0,57575,54834,4545,Low
X5,2016,South America,Grey,Hybrid,Automatic,3.3,38768,115394,818,Low
X6,2010,Asia,Blue,Electric,Automatic,2.5,86186,107837,4773,Low
3 Series,2014,Middle East,Grey,Electric,Manual,4.2,109478,100585,6946,Low
i8,2011,Asia,Silver,Hybrid,Manual,3.0,128936,48560,7044,High
M5,2023,Asia,Silver,Diesel,Manual,4.0,134770,68555,1437,Low
X5,2020,Africa,Red,Hybrid,Manual,3.0,96175,31690,4764,Low
X6,2021,Middle East,Silver,Electric,Manual,2.5,113874,47887,8274,High
X6,2012,North America,Red,Diesel,Manual,3.2,40524,51986,8034,High
M3,2023,South America,Blue,Electric,Manual,4.4,183551,108915,6384,Low
i3,2016,Asia,Silver,Diesel,Manual,2.1,70130,40498,5574,Low
X1,2021,Europe,Red,Diesel,Automatic,3.8,151942,43447,3325,Low
7 Series,2013,South America,Black,Diesel,Automatic,2.3,93448,67306,9114,High
M3,2022,Europe,Black,Electric,Automatic,1.5,81841,34154,7317,High
X1,2018,Europe,Black,Hybrid,Manual,3.6,7220,93741,4156,Low
5 Series,2016,Asia,Blue,Petrol,Manual,2.2,165968,32460,5888,Low
i3,2014,North America,Blue,Electric,Manual,4.0,62966,114420,1484,Low
X5,2024,South America,Black,Hybrid,Manual,3.6,111661,82675,2155,Low
X6,2023,Europe,Black,Petrol,Automatic,3.2,172137,102882,6207,Low
X3,2022,Asia,Black,Diesel,Manual,3.4,108486,37914,7514,High
X6,2019,North America,White,Hybrid,Manual,3.6,46754,49184,2869,Low
X1,2010,Africa,Blue,Petrol,Manual,2.8,115043,98127,7936,High
X6,2018,South America,White,Electric,Automatic,2.5,186771,109040,7104,High
M5,2017,Asia,White,Electric,Manual,2.5,161878,109855,6381,Low
i8,2013,South America,Black,Electric,Manual,4.3,131608,116636,6122,Low
M5,2022,Europe,Red,Petrol,Manual,2.4,26626,110008,3582,Low
M5,2013,North America,Red,Electric,Manual,2.3,149307,78606,7170,High
i3,2016,Asia,Silver,Diesel,Automatic,2.5,174908,111815,6283,Low
X1,2014,South America,Grey,Diesel,Manual,2.2,134066,49858,2228,Low
X1,2012,Europe,White,Diesel,Automatic,4.0,111249,95620,7910,High
X6,2011,South America,Black,Electric,Manual,1.9,5730,101043,9633,High
5 Series,2013,Africa,Silver,Diesel,Automatic,3.3,198622,86562,2890,Low
i3,2010,Europe,Blue,Hybrid,Automatic,2.1,1675,83630,3940,Low
M3,2023,Asia,Blue,Petrol,Automatic,2.7,94071,48092,5741,Low
5 Series,2010,Africa,Silver,Electric,Manual,2.2,30616,78877,9575,High
X1,2013,Europe,Black,Petrol,Manual,4.4,16554,90889,6407,Low
X6,2020,North America,Grey,Electric,Manual,3.9,171110,49805,3374,Low
M5,2016,Africa,Blue,Electric,Automatic,4.3,32699,109996,2890,Low
X3,2024,Europe,Silver,Petrol,Automatic,4.6,179935,37666,151,Low
M5,2019,Europe,Red,Diesel,Automatic,4.9,158525,50152,8286,High
X5,2016,Europe,Grey,Diesel,Manual,2.1,159672,30366,4020,Low
M3,2014,Africa,White,Petrol,Manual,4.3,60191,110734,4482,Low
X6,2024,Asia,Grey,Petrol,Automatic,4.6,181320,103580,2318,Low
3 Series,2017,Africa,White,Diesel,Manual,1.6,14157,43134,7106,High
3 Series,2021,Middle East,Black,Electric,Manual,4.0,99567,111004,8988,High
i8,2012,North America,Red,Hybrid,Automatic,1.7,123544,49021,4439,Low
X6,2022,North America,Black,Diesel,Manual,4.1,68385,40030,2563,Low
i3,2022,South America,Red,Diesel,Manual,1.8,111221,90149,5270,Low
5 Series,2022,Africa,Black,Petrol,Automatic,1.9,122779,78768,8800,High
X6,2018,Asia,Red,Diesel,Automatic,3.1,197622,110874,5041,Low
X5,2015,Africa,Black,Petrol,Automatic,3.0,24068,55465,2375,Low
X3,2014,Asia,Silver,Hybrid,Manual,3.9,97742,68238,3598,Low
i8,2011,Asia,Silver,Diesel,Manual,3.1,158289,90151,5334,Low
3 Series,2023,North America,Silver,Petrol,Automatic,4.8,176010,115456,9988,High
3 Series,2019,Africa,Grey,Hybrid,Manual,1.9,42495,32447,8882,High
5 Series,2021,North America,Red,Electric,Automatic,1.6,118507,59893,9349,High
i8,2019,Europe,White,Hybrid,Manual,2.1,76709,44426,6716,Low
5 Series,2015,Europe,White,Hybrid,Automatic,2.5,184763,100497,6157,Low
5 Series,2014,Middle East,Red,Petrol,Manual,1.6,130306,49277,6314,Low
i3,2015,Asia,Red,Electric,Manual,3.6,65898,61634,2987,Low
M3,2021,Asia,Grey,Petrol,Manual,3.9,133652,43923,6423,Low
i8,2010,Europe,Grey,Electric,Automatic,4.2,174828,57283,7044,High
i8,2024,Europe,Blue,Electric,Automatic,4.3,146012,35179,6730,Low
X3,2011,Middle East,Silver,Hybrid,Manual,3.0,117802,57521,5709,Low
M5,2016,Africa,Red,Electric,Automatic,2.9,177484,52744,4603,Low
5 Series,2019,Africa,White,Hybrid,Manual,3.5,69449,42506,5292,Low
X1,2016,North America,Blue,Electric,Automatic,4.9,159787,79240,3315,Low
M3,2018,Africa,White,Petrol,Automatic,1.8,112694,33020,309,Low
X1,2022,Europe,Red,Diesel,Automatic,4.5,162251,74517,6464,Low
X3,2014,Middle East,Grey,Petrol,Manual,1.5,98850,31167,1345,Low
X5,2017,Africa,Silver,Diesel,Manual,4.7,30060,115084,6055,Low
X6,2018,Asia,Silver,Petrol,Manual,4.3,148873,80316,9438,High
5 Series,2021,North America,Black,Electric,Manual,3.7,142240,41139,6863,Low
i3,2024,Africa,Black,Electric,Manual,4.6,5322,39314,7485,High
X5,2021,Europe,Silver,Electric,Manual,4.2,48301,85514,8352,High
X3,2018,South America,White,Hybrid,Manual,3.0,133009,56062,4382,Low
M5,2023,Middle East,White,Petrol,Manual,2.7,140965,74175,4402,Low
M5,2016,Europe,Silver,Petrol,Manual,5.0,15552,47513,3739,Low
M5,2013,South America,Red,Electric,Manual,4.8,129031,111702,1509,Low
X5,2024,Europe,Grey,Diesel,Automatic,2.8,121034,40224,9118,High
M5,2024,Europe,Black,Petrol,Manual,2.5,78958,97966,557,Low
M3,2019,South America,Red,Diesel,Manual,2.9,106980,42686,1614,Low
X5,2023,Middle East,Silver,Diesel,Automatic,3.8,127198,69158,2452,Low
M3,2015,Middle East,Grey,Electric,Automatic,1.6,165933,56558,9052,High
M3,2011,North America,Blue,Hybrid,Manual,4.1,159476,60139,2102,Low
M5,2018,Asia,Black,Hybrid,Manual,2.7,52252,84358,1900,Low
3 Series,2010,North America,Silver,Hybrid,Automatic,3.8,118494,117074,5425,Low
3 Series,2011,Asia,Red,Diesel,Automatic,1.9,52999,117084,2399,Low
X5,2015,North America,Blue,Hybrid,Manual,1.8,195643,46580,4507,Low
3 Series,2013,Asia,Red,Diesel,Manual,2.3,190966,72770,143,Low
7 Series,2024,Asia,Grey,Hybrid,Automatic,2.1,179483,95232,9029,High
M5,2019,North America,Grey,Petrol,Automatic,3.1,157795,117627,4376,Low
7 Series,2010,South America,Black,Petrol,Manual,3.3,144770,78228,1510,Low
M3,2014,South America,Grey,Electric,Automatic,2.9,152505,115905,5440,Low
X5,2016,Asia,Grey,Diesel,Automatic,2.8,55109,114932,5694,Low
3 Series,2018,Africa,Black,Electric,Automatic,3.0,161697,103071,1087,Low
X6,2019,South America,Red,Hybrid,Automatic,4.9,166132,49688,3401,Low
5 Series,2024,South America,Silver,Electric,Automatic,4.5,93918,114611,2634,Low
i3,2011,North America,Red,Petrol,Automatic,2.1,116081,36885,8069,High
M5,2010,Middle East,Blue,Hybrid,Automatic,1.7,112536,50314,8619,High
i3,2023,South America,Grey,Diesel,Manual,3.5,104952,108097,8213,High
X6,2024,Europe,Grey,Petrol,Automatic,3.5,26635,37369,1540,Low
i8,2014,Africa,Blue,Electric,Manual,2.5,145063,70754,2412,Low
3 Series,2020,South America,Silver,Electric,Automatic,3.7,97865,38526,5451,Low
X6,2015,South America,White,Electric,Manual,3.6,154333,30580,7436,High
5 Series,2024,Europe,Blue,Hybrid,Automatic,1.9,115858,47033,2754,Low
M5,2020,Africa,Black,Diesel,Automatic,3.1,109330,58567,4496,Low
X3,2015,North America,Black,Diesel,Manual,2.6,45372,63629,952,Low
X1,2013,Asia,Red,Electric,Manual,2.6,54474,93972,6589,Low
i3,2011,Europe,Red,Diesel,Automatic,3.7,22124,54953,2049,Low
i8,2013,Africa,White,Diesel,Automatic,4.0,93367,56340,3743,Low
X6,2017,Europe,Silver,Diesel,Automatic,1.9,120357,103387,4650,Low
X3,2023,Europe,Grey,Electric,Manual,2.6,123756,71969,6659,Low
M3,2018,South America,Red,Petrol,Manual,3.3,100091,65491,2046,Low
M5,2022,Africa,White,Petrol,Automatic,3.0,58788,92253,6436,Low
i8,2024,Middle East,Red,Electric,Manual,1.9,30310,70135,391,Low
i3,2023,Middle East,White,Hybrid,Automatic,2.0,192389,38916,5952,Low
M5,2011,North America,White,Electric,Manual,5.0,169024,98705,4841,Low
X5,2021,North America,Silver,Petrol,Manual,2.1,101879,65770,6620,Low
M5,2021,Europe,Red,Electric,Manual,4.6,172203,39623,7023,High
5 Series,2015,Asia,Blue,Electric,Automatic,2.5,29419,75239,9974,High
5 Series,2010,Africa,Black,Electric,Automatic,1.5,78924,110399,7285,High
7 Series,2016,Asia,Black,Petrol,Manual,3.8,7245,102760,1879,Low
X1,2012,North America,Silver,Electric,Automatic,2.1,129090,105130,5801,Low
5 Series,2021,Europe,Red,Hybrid,Manual,4.8,116478,33149,6215,Low
X6,2023,South America,Silver,Electric,Manual,2.5,173154,96714,696,Low
7 Series,2020,Europe,Red,Petrol,Automatic,3.8,43214,74707,3111,Low
X3,2015,Africa,Silver,Hybrid,Automatic,2.0,81059,82200,8357,High
X5,2012,Middle East,Black,Electric,Automatic,3.8,37211,94835,8454,High
M5,2012,Africa,Grey,Diesel,Automatic,4.0,147294,67868,3599,Low
i3,2015,Middle East,Blue,Diesel,Automatic,2.1,160757,71593,8494,High
X5,2012,Middle East,Black,Diesel,Manual,2.7,66100,71876,6465,Low
X6,2018,South America,Silver,Electric,Manual,2.0,130092,47607,5439,Low
M3,2017,Asia,Red,Hybrid,Manual,2.1,89084,40552,2715,Low
X1,2020,Middle East,White,Diesel,Manual,3.4,127528,60564,9677,High
5 Series,2016,Middle East,Silver,Electric,Automatic,4.7,87513,119576,2198,Low
X6,2020,Europe,Silver,Diesel,Automatic,1.7,64180,32120,9970,High
X6,2011,Europe,Black,Petrol,Automatic,4.9,89749,38630,2544,Low
X3,2013,North America,Silver,Diesel,Manual,1.7,108499,109925,6889,Low
i3,2024,North America,Black,Petrol,Automatic,2.0,127506,81875,2763,Low
M5,2015,Middle East,Black,Diesel,Manual,3.8,164457,55430,685,Low
M3,2020,Middle East,Blue,Petrol,Automatic,2.9,41223,68369,2705,Low
X1,2010,Asia,Grey,Hybrid,Automatic,3.6,85162,100682,872,Low
X3,2023,Middle East,Red,Diesel,Manual,4.8,107999,45861,9328,High
7 Series,2013,Asia,Blue,Diesel,Automatic,2.9,119849,85231,6646,Low
M5,2017,South America,White,Petrol,Manual,3.2,53041,82981,9961,High
7 Series,2020,Asia,White,Electric,Automatic,4.2,134808,30385,7303,High
M3,2016,South America,Black,Petrol,Manual,4.4,169199,69403,9608,High
i3,2019,South America,Silver,Diesel,Automatic,3.3,48871,30510,8087,High
i3,2018,Middle East,Black,Diesel,Automatic,2.3,199561,61668,8470,High
7 Series,2017,Europe,Silver,Diesel,Manual,2.0,163221,47868,8653,High
X1,2015,Asia,Blue,Electric,Automatic,2.9,104564,66048,727,Low
3 Series,2024,Middle East,White,Hybrid,Automatic,4.5,31514,106554,2649,Low
3 Series,2023,Middle East,Black,Hybrid,Automatic,3.1,176042,46016,4363,Low
X1,2018,Asia,Silver,Hybrid,Automatic,3.1,100601,71437,6177,Low
i8,2014,North America,Red,Diesel,Automatic,2.3,83167,105913,1548,Low
X1,2023,Europe,Blue,Hybrid,Manual,2.1,90799,78820,7564,High
M5,2014,Asia,Black,Electric,Automatic,2.4,13007,30209,1920,Low
X6,2023,Europe,Silver,Electric,Automatic,4.4,114985,60505,5538,Low
X6,2013,Asia,Blue,Electric,Manual,4.3,87353,72200,7307,High
X3,2017,Africa,Red,Electric,Manual,3.6,186413,103118,6608,Low
7 Series,2018,Europe,Blue,Hybrid,Manual,4.4,119778,101899,5383,Low
5 Series,2020,Africa,Blue,Petrol,Manual,1.7,142734,101664,1642,Low
X5,2018,South America,Silver,Electric,Automatic,2.3,72577,53137,5873,Low
5 Series,2017,North America,Grey,Hybrid,Automatic,4.9,175487,111887,802,Low
X6,2023,Africa,White,Hybrid,Automatic,2.8,84367,112542,7933,High
i8,2019,Middle East,Silver,Electric,Manual,4.2,162348,92119,7451,High
M5,2019,North America,Silver,Petrol,Automatic,1.9,136043,49242,7000,High
3 Series,2018,North America,Blue,Diesel,Manual,2.2,118107,46330,2764,Low
i3,2012,South America,Silver,Hybrid,Manual,4.5,50877,77384,4311,Low
X3,2023,North America,Red,Diesel,Automatic,4.2,99963,40096,9002,High
i8,2014,South America,Blue,Hybrid,Manual,2.7,145950,72976,1693,Low
M5,2019,Africa,Blue,Electric,Manual,3.3,174498,116780,3872,Low
X5,2013,Asia,Grey,Petrol,Automatic,2.0,91318,95771,9376,High
3 Series,2022,Asia,Grey,Petrol,Automatic,4.9,6839,75350,6493,Low
i8,2021,South America,Blue,Hybrid,Manual,3.1,52506,72134,2289,Low
i3,2020,South America,White,Hybrid,Manual,2.4,183151,73208,5967,Low
5 Series,2011,South America,White,Petrol,Manual,3.1,47175,32534,1162,Low
M3,2020,Africa,Grey,Petrol,Manual,2.4,14952,32795,9833,High
5 Series,2012,Europe,Grey,Hybrid,Automatic,4.5,111096,105696,5599,Low
X1,2024,Asia,White,Electric,Automatic,2.6,105739,34069,4741,Low
7 Series,2016,Middle East,Grey,Diesel,Automatic,2.8,105484,108343,471,Low
3 Series,2022,Asia,Grey,Electric,Manual,2.9,11304,59976,1505,Low
X5,2022,Africa,Grey,Diesel,Manual,4.8,92839,37774,3450,Low
i3,2013,North America,Silver,Hybrid,Manual,4.9,174498,66025,8747,High
M3,2023,South America,Blue,Electric,Manual,3.5,93184,46841,5036,Low
M3,2021,Africa,Black,Petrol,Automatic,3.9,112338,89925,4487,Low
3 Series,2020,Middle East,White,Petrol,Manual,4.8,1065,34442,7657,High
3 Series,2010,North America,White,Hybrid,Automatic,1.9,196370,54355,5448,Low
X6,2021,Asia,Blue,Diesel,Automatic,4.3,25259,50085,2629,Low
M3,2024,Africa,Grey,Hybrid,Automatic,3.5,93729,45056,5000,Low
i8,2012,Europe,Grey,Petrol,Manual,3.4,46504,108019,5957,Low
X1,2015,Europe,White,Electric,Automatic,2.5,26315,89145,3368,Low
X5,2016,Asia,Blue,Hybrid,Automatic,1.6,155543,44472,4228,Low
M5,2021,Middle East,Black,Petrol,Manual,4.6,115553,52718,3565,Low
X5,2019,Africa,Red,Petrol,Manual,4.5,31031,64096,8023,High
3 Series,2012,North America,Black,Hybrid,Manual,4.4,48449,96009,2521,Low
M5,2018,Europe,Grey,Petrol,Manual,2.8,157378,101420,2431,Low
X3,2024,Middle East,Red,Petrol,Automatic,4.0,83176,104962,9761,High
3 Series,2023,Asia,White,Electric,Automatic,1.9,121148,31438,2019,Low
M5,2010,Europe,Black,Electric,Manual,4.7,97873,57493,5056,Low
i3,2012,South America,Grey,Diesel,Manual,2.6,195353,101325,8178,High
M5,2010,South America,White,Diesel,Automatic,2.8,60624,86861,8859,High
M5,2020,South America,Red,Hybrid,Automatic,1.7,86528,56581,5283,Low
X5,2016,Africa,Silver,Hybrid,Automatic,3.4,5715,86013,3346,Low
X5,2014,Middle East,Red,Electric,Manual,2.9,83634,48845,3655,Low
X5,2016,Asia,Red,Hybrid,Manual,2.3,173067,35708,9077,High
X3,2010,Africa,Blue,Diesel,Automatic,3.6,12071,96868,3180,Low
X5,2012,Europe,Grey,Electric,Manual,2.6,87248,59285,8057,High
3 Series,2013,Middle East,Grey,Hybrid,Automatic,1.9,195317,80942,7384,High
i8,2013,Africa,Silver,Petrol,Automatic,3.8,18255,33421,2509,Low
5 Series,2021,South America,Blue,Petrol,Manual,4.0,27322,39004,9049,High
i3,2024,North America,Grey,Petrol,Manual,3.8,176695,40498,1117,Low
X3,2012,North America,Grey,Petrol,Manual,1.7,104258,40835,558,Low
3 Series,2010,South America,Black,Electric,Manual,3.0,97719,95957,6121,Low
3 Series,2019,Middle East,White,Diesel,Manual,4.0,16747,37545,956,Low
M3,2016,Africa,Grey,Electric,Automatic,4.3,133568,86830,1593,Low
M3,2012,Middle East,Grey,Hybrid,Automatic,2.3,28606,36657,5455,Low
X5,2021,Middle East,Blue,Hybrid,Manual,4.1,78221,89302,369,Low
i8,2012,Europe,Blue,Electric,Manual,2.7,43081,82301,8308,High
M5,2017,Middle East,Red,Petrol,Automatic,2.7,120072,83219,9596,High
X3,2019,Europe,Black,Diesel,Automatic,4.3,123219,49781,526,Low
M3,2020,North America,Silver,Petrol,Automatic,3.0,91544,75374,1383,Low
i8,2018,North America,Red,Electric,Manual,4.3,174070,39752,1651,Low
5 Series,2013,South America,Blue,Diesel,Manual,2.8,55706,89261,4449,Low
3 Series,2013,Africa,Red,Electric,Automatic,3.6,194332,93253,6122,Low
5 Series,2016,Asia,Grey,Electric,Manual,3.5,28825,103275,8931,High
X3,2021,Europe,Silver,Hybrid,Manual,1.9,81167,113880,180,Low
X6,2024,North America,Grey,Electric,Automatic,3.9,187498,38532,2390,Low
3 Series,2019,Asia,Black,Petrol,Manual,3.5,158008,116744,769,Low
