Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Sales_Volume,Sales_Classification,Prediction_Price_USD,Price_USD
7 Series,2023,Africa,White,Petrol,Automatic,2.6,141244,8167,High,76192.42008,42292
M5,2023,North America,White,Hybrid,Automatic,2.1,146526,6186,Low,75003.93017,52818
5 Series,2019,Africa,Red,Electric,Manual,2.7,178427,8056,High,75225.51452,76604
X5,2022,North America,Grey,Petrol,Manual,2,44457,102,Low,74332.88725,58592
M5,2014,Middle East,White,Diesel,Automatic,2.8,46000,796,Low,74428.22908,103494
X6,2024,South America,Grey,Petrol,Automatic,1.7,184079,9670,High,73974.85202,90795
3 Series,2023,South America,Grey,Hybrid,Automatic,4.9,76793,4446,Low,74719.12646,75084
X6,2018,Middle East,White,Hybrid,Automatic,4.3,183528,667,Low,73979.51308,68990
X6,2020,Middle East,Silver,Electric,Automatic,2.7,90498,7986,High,74355.43206,47700
i3,2023,Asia,White,Diesel,Manual,2.4,177398,1623,Low,76180.63365,33247
M3,2020,South America,Grey,Electric,Manual,1.7,21086,401,Low,75033.59512,69003
M3,2018,Europe,Red,Hybrid,Manual,4.8,15183,5236,Low,74802.78545,73681
X3,2020,Africa,Red,Petrol,Manual,3,124921,3727,Low,74818.19816,37708
7 Series,2013,South America,Red,Electric,Automatic,2.4,339,7567,High,75708.94682,53705
X1,2019,Africa,Black,Hybrid,Manual,2.9,109154,820,Low,75042.40743,110194
X1,2020,Africa,Red,Petrol,Automatic,4.1,82567,9574,High,75322.53696,61560
X3,2010,Europe,Red,Hybrid,Manual,3.2,75168,2133,Low,74186.57682,83780
X1,2016,South America,Black,Hybrid,Manual,2.3,144804,7279,High,74735.12737,96871
i3,2013,Middle East,Black,Electric,Manual,4.2,94361,2910,Low,74293.19678,74736
M3,2020,South America,Black,Hybrid,Manual,2.1,1179,6118,Low,75090.74731,89273
X1,2023,South America,Grey,Hybrid,Automatic,4.8,182569,9134,High,74546.0347,117986
X1,2024,South America,Black,Hybrid,Automatic,5,142020,6320,Low,75450.79723,75014
M3,2023,Africa,Grey,Electric,Manual,4.9,174091,6818,Low,74765.40375,30744
X6,2015,Europe,Grey,Electric,Automatic,2.4,187317,2226,Low,74008.72473,76040
7 Series,2017,Africa,White,Petrol,Manual,2.7,197207,7766,High,75566.50982,101139
i3,2015,Asia,Black,Diesel,Manual,4.6,180972,4547,Low,75221.99705,101151
X5,2015,Europe,Grey,Electric,Automatic,3.3,33597,6000,Low,74341.6013,34809
X6,2016,Asia,Blue,Diesel,Automatic,3.6,144478,899,Low,75532.66436,114705
i8,2023,Africa,Black,Petrol,Automatic,4.7,170522,7773,High,75181.674,58521
7 Series,2019,Europe,Red,Petrol,Automatic,4.3,58667,2828,Low,75818.59809,62306
M5,2012,Europe,Grey,Diesel,Automatic,2.4,71735,9861,High,73630.0477,114696
7 Series,2013,South America,Black,Petrol,Manual,2.6,68617,6823,Low,75366.00651,88164
7 Series,2016,Europe,Silver,Hybrid,Automatic,2.3,192422,4159,Low,75580.04917,32131
X5,2020,Europe,White,Petrol,Automatic,4.4,186589,9023,High,74902.43903,113193
7 Series,2020,Africa,Grey,Petrol,Automatic,3.4,157106,2979,Low,75157.70031,59532
X5,2023,Africa,Red,Petrol,Manual,4.6,195104,6880,Low,74398.27345,90292
M5,2013,Africa,White,Petrol,Automatic,3.1,15912,5975,Low,74661.83064,44376
3 Series,2020,Middle East,White,Petrol,Manual,1.7,131455,8325,High,75033.8896,60694
i3,2012,Europe,Black,Diesel,Manual,2.9,133347,3643,Low,74743.5105,53662
X6,2010,North America,Black,Diesel,Manual,3.5,128682,4855,Low,74134.03782,44127
X5,2018,Africa,Blue,Electric,Manual,4.3,151915,244,Low,75032.62665,38536
X3,2017,South America,Blue,Diesel,Manual,4.1,4419,195,Low,75531.62811,62396
3 Series,2016,North America,Black,Diesel,Automatic,2.1,42980,6336,Low,75802.28714,75344
X5,2011,Asia,Silver,Electric,Automatic,2.2,79538,520,Low,75408.4399,77766
i8,2018,Asia,Silver,Petrol,Automatic,2.6,93445,6488,Low,76114.51688,68375
7 Series,2015,Africa,Silver,Petrol,Manual,4.5,67610,8637,High,75244.931,83566
M5,2023,Africa,White,Petrol,Automatic,3.2,38375,8317,High,74912.2747,56807
X1,2013,North America,Blue,Electric,Manual,2.4,133065,1680,Low,76007.01223,102478
M5,2014,Europe,Black,Petrol,Manual,2,84752,5045,Low,74116.54864,48606
X5,2010,South America,White,Electric,Automatic,3.2,143322,2526,Low,74962.55299,71756
M5,2014,Africa,Grey,Diesel,Automatic,4.4,103947,7482,High,73468.84677,60032
i8,2020,Africa,Grey,Hybrid,Automatic,3,168334,5743,Low,74463.94548,45950
3 Series,2016,South America,Blue,Hybrid,Manual,3.3,187892,7879,High,74968.19971,87329
X5,2021,Africa,Red,Hybrid,Automatic,2.8,19188,2731,Low,74577.57202,93061
i8,2021,Middle East,Red,Petrol,Automatic,4,106225,6675,Low,74907.93031,40842
i3,2015,Africa,Black,Hybrid,Automatic,3.6,89728,3848,Low,74589.10987,118720
i3,2019,Africa,White,Petrol,Manual,3.8,101960,8634,High,74999.7183,44183
X1,2018,Africa,White,Electric,Manual,3.7,60363,7001,High,75766.04629,105441
X5,2012,South America,White,Diesel,Manual,4.1,93149,2973,Low,74721.23681,35466
X5,2014,South America,White,Petrol,Automatic,3.7,10070,4631,Low,75013.66482,77144
i3,2015,Middle East,Black,Electric,Manual,4.3,132288,1944,Low,74343.4523,103872
i3,2015,Africa,White,Diesel,Automatic,3,73180,3584,Low,75536.65289,92841
3 Series,2012,Africa,Black,Electric,Manual,3.2,37201,8047,High,74941.84027,113147
X5,2021,Middle East,White,Hybrid,Manual,4.9,107593,2151,Low,74132.02268,53795
X3,2016,Asia,Grey,Petrol,Manual,1.6,103204,5695,Low,74766.33427,93315
X6,2020,Middle East,Silver,Diesel,Manual,2.9,28048,676,Low,74282.23164,104051
7 Series,2019,North America,Black,Electric,Automatic,2.1,92531,259,Low,76345.32999,119502
7 Series,2012,Asia,Silver,Electric,Automatic,3.7,124348,1621,Low,76407.28016,109703
M5,2013,Asia,Black,Petrol,Manual,3.3,90460,4907,Low,74466.35375,35089
X3,2016,Europe,Black,Diesel,Automatic,2.5,106846,6844,Low,75274.44064,47520
X5,2012,Europe,Silver,Diesel,Automatic,3.8,86268,8442,High,74574.70967,61084
7 Series,2014,Africa,White,Diesel,Automatic,3.5,95182,5168,Low,76142.16748,89606
i8,2021,Middle East,White,Petrol,Manual,3.9,37252,6204,Low,75217.6871,45117
X3,2022,Asia,Silver,Diesel,Automatic,2.1,2383,7667,High,76147.08361,77478
X3,2011,Europe,White,Diesel,Manual,4,163608,6199,Low,75042.25835,90693
i3,2013,South America,Red,Hybrid,Automatic,4.3,139423,5343,Low,74395.7674,113779
X1,2020,North America,Black,Petrol,Automatic,3.2,794,6371,Low,75953.84855,64877
X1,2021,Africa,Grey,Hybrid,Manual,4.5,179494,3200,Low,74363.34666,114015
5 Series,2016,Asia,Grey,Electric,Automatic,2.3,88006,7370,High,75498.08141,38636
X5,2014,Africa,Red,Diesel,Automatic,4.3,128783,9656,High,74269.85505,98655
M3,2017,Asia,Red,Electric,Manual,4.7,177618,3121,Low,75609.18205,43526
M3,2024,Europe,Black,Diesel,Automatic,2.3,93301,875,Low,75939.51858,82260
3 Series,2020,Africa,Blue,Diesel,Automatic,2.5,1863,1697,Low,76301.38871,47334
3 Series,2012,Asia,Red,Petrol,Automatic,1.7,193044,5086,Low,75590.46365,71371
M5,2021,Africa,Silver,Diesel,Manual,3.7,170100,6260,Low,74514.39211,38508
M5,2016,North America,Black,Petrol,Automatic,3.1,107451,9502,High,74279.06261,118639
M3,2021,North America,White,Hybrid,Manual,3.4,36156,2745,Low,75604.56586,47243
3 Series,2017,South America,Silver,Electric,Manual,3.4,144332,5037,Low,75499.22564,102814
M5,2013,Asia,Blue,Petrol,Manual,4.5,15695,9123,High,74759.3979,58298
X5,2018,Africa,White,Electric,Automatic,3,172934,4229,Low,75280.54759,106315
X6,2016,Middle East,Silver,Diesel,Manual,3.5,162550,9485,High,73684.87087,46717
X3,2013,Europe,Black,Hybrid,Automatic,1.7,177833,4332,Low,74625.91754,107911
X6,2024,Asia,Blue,Diesel,Automatic,4.9,178636,5325,Low,75817.70586,44305
M3,2020,Europe,Blue,Petrol,Manual,2.2,122380,5328,Low,75769.14197,104543
X5,2024,Middle East,Black,Electric,Automatic,2.1,11102,7037,High,74723.18521,82925
X5,2010,Europe,Silver,Hybrid,Manual,4.8,68537,4781,Low,73926.86437,82029
3 Series,2014,Asia,Black,Electric,Manual,4.4,81989,5526,Low,75722.67607,68660
i8,2017,Middle East,Grey,Petrol,Manual,1.7,179121,9879,High,73740.86517,70305
3 Series,2023,North America,White,Petrol,Automatic,1.9,40710,9139,High,76193.90907,54818
X5,2014,Asia,White,Petrol,Automatic,3.6,110426,8061,High,75219.77054,72684
X6,2024,Asia,White,Hybrid,Manual,3.7,4650,9074,High,75079.56723,74244
M5,2022,Europe,White,Electric,Automatic,3.2,116833,1456,Low,75360.69678,43575
X5,2022,Europe,Blue,Electric,Manual,2.4,173695,8974,High,75212.41433,45711
i8,2015,Europe,Grey,Diesel,Automatic,3.8,108425,5411,Low,74804.68584,94856
7 Series,2022,South America,White,Electric,Automatic,4.7,102549,432,Low,76602.64735,81311
i3,2010,North America,Silver,Petrol,Manual,3,29909,7171,High,74632.12403,37990
X3,2015,Middle East,Black,Hybrid,Manual,4.7,117221,2942,Low,73804.29683,68782
X1,2022,South America,Black,Petrol,Automatic,1.9,198343,3347,Low,75751.77164,52466
X1,2017,Middle East,Grey,Diesel,Automatic,2.7,5252,2103,Low,74742.63335,62294
5 Series,2024,North America,Red,Hybrid,Manual,2.6,9162,1603,Low,75546.46868,105775
M5,2024,Asia,Red,Hybrid,Automatic,3.5,150714,6976,Low,74854.85559,32455
X6,2016,South America,White,Hybrid,Manual,3.5,195289,6190,Low,74166.48179,30767
5 Series,2010,North America,Silver,Petrol,Manual,4.6,73242,7936,High,74951.47223,85118
X3,2012,Asia,Blue,Hybrid,Manual,2.9,140616,2612,Low,75265.12011,78303
X5,2016,Europe,Blue,Petrol,Manual,3.9,70704,4724,Low,74886.0021,111197
7 Series,2020,North America,Black,Petrol,Manual,2.4,172698,5438,Low,75762.58501,98023
M5,2012,North America,Grey,Electric,Automatic,2.3,157101,3859,Low,73948.69513,35561
M3,2023,South America,Red,Electric,Manual,2.6,111893,8648,High,75364.436,112599
X6,2021,Africa,Black,Electric,Automatic,2.1,51495,824,Low,74978.46418,46246
3 Series,2021,Africa,Red,Petrol,Automatic,3,17102,4968,Low,75571.25993,60319
M3,2013,Asia,Blue,Diesel,Automatic,1.9,49305,2287,Low,76444.38618,35049
M3,2014,North America,Red,Diesel,Manual,2.2,85668,5001,Low,75253.82369,89059
i3,2024,Africa,Silver,Hybrid,Automatic,2.3,31113,2314,Low,75345.20966,76269
3 Series,2012,North America,Black,Electric,Automatic,1.9,52801,6885,Low,75690.21235,90791
i8,2011,North America,Blue,Petrol,Automatic,3.6,116642,1710,Low,75632.71157,40394
i3,2022,Asia,Grey,Diesel,Manual,4.9,37042,7376,High,74892.89284,58329
X1,2012,North America,Black,Electric,Manual,1.8,80289,3581,Low,75558.84166,100980
i8,2011,North America,Silver,Electric,Manual,2.4,11285,529,Low,75504.45038,81318
X1,2016,South America,Blue,Hybrid,Automatic,2.8,178981,2076,Low,75633.86609,65221
X3,2019,North America,Blue,Diesel,Automatic,1.6,194231,7475,High,75766.3572,72432
X6,2022,Middle East,Silver,Petrol,Manual,3.2,183938,516,Low,74004.78271,72933
5 Series,2013,Europe,Red,Electric,Manual,2.6,189078,5909,Low,75241.12852,100614
X1,2011,Europe,Blue,Petrol,Automatic,3.1,25103,358,Low,75865.98948,116047
X5,2014,South America,Red,Diesel,Automatic,3.1,179302,5266,Low,74558.01329,70014
3 Series,2021,Europe,White,Diesel,Automatic,3.2,118523,5613,Low,76218.61654,116147
i8,2017,Europe,Black,Petrol,Automatic,4.3,197595,9877,High,74982.18708,70695
X6,2023,Africa,White,Petrol,Automatic,2,93223,1015,Low,75195.81783,33542
i3,2015,Africa,Black,Electric,Manual,3.9,39178,1565,Low,74919.37372,109419
X3,2010,Africa,Silver,Electric,Manual,4.2,50981,3240,Low,74825.23764,78452
7 Series,2011,Asia,Grey,Petrol,Automatic,5,98533,7503,High,75054.29888,55326
i3,2018,Middle East,White,Petrol,Automatic,3.8,193659,452,Low,74869.53407,40395
X6,2015,North America,Silver,Electric,Manual,2,6473,4533,Low,74861.05438,64378
X1,2015,Africa,Grey,Petrol,Automatic,5,138031,7503,High,74407.7066,37539
i3,2018,South America,Grey,Hybrid,Manual,4.4,184440,4296,Low,73779.64112,105800
3 Series,2017,North America,Blue,Petrol,Manual,1.7,21833,8172,High,75736.10272,33511
X3,2016,Middle East,Silver,Petrol,Manual,4.7,55691,3993,Low,74372.07913,104737
5 Series,2022,South America,Grey,Petrol,Automatic,3.5,55306,8853,High,74965.63326,51123
5 Series,2023,South America,White,Hybrid,Manual,4.9,160890,9389,High,75307.80964,46027
M5,2012,Middle East,Black,Hybrid,Automatic,4.6,129474,7413,High,73021.65053,91657
7 Series,2022,South America,Silver,Diesel,Automatic,4.5,194724,6062,Low,76167.04794,77628
X1,2011,Asia,Grey,Electric,Automatic,4.9,133987,9105,High,75077.05581,98433
5 Series,2014,Europe,White,Electric,Automatic,2.9,64757,940,Low,76153.15369,77044
M3,2018,South America,Silver,Petrol,Automatic,2.4,15095,2607,Low,75662.24961,63743
i8,2013,Europe,Blue,Electric,Automatic,2.1,91700,9789,High,75796.78063,55155
M5,2010,Asia,Black,Diesel,Manual,1.9,20840,1107,Low,74659.81975,114208
X5,2019,Middle East,Red,Diesel,Automatic,3,79280,5937,Low,74418.35881,109484
M3,2017,Europe,Red,Electric,Automatic,4,29482,8398,High,75378.80115,89684
3 Series,2024,North America,Black,Petrol,Automatic,4.1,126513,3722,Low,75802.18813,42525
i3,2020,Europe,Blue,Electric,Manual,4.8,101081,2710,Low,75644.5712,102218
i8,2010,South America,Blue,Diesel,Manual,1.8,30975,5448,Low,75559.15615,116804
3 Series,2015,North America,White,Petrol,Manual,2.6,189854,419,Low,75540.0179,77211
M5,2022,Europe,Grey,Petrol,Manual,4.3,197272,9528,High,73431.10054,39187
M3,2011,Africa,Black,Electric,Automatic,2.5,111929,9725,High,75030.1012,43951
X6,2013,South America,White,Diesel,Automatic,3.3,167909,1382,Low,74780.75459,33437
7 Series,2016,South America,Silver,Electric,Automatic,1.5,104706,4236,Low,76232.44765,78654
X5,2023,South America,White,Diesel,Manual,2.3,162977,2466,Low,75296.16352,31112
X1,2013,Europe,Silver,Electric,Manual,4.1,76702,5053,Low,75533.80131,97661
X5,2018,Africa,Black,Diesel,Automatic,4.1,76370,8717,High,74595.83844,79815
M5,2014,Asia,Red,Hybrid,Manual,4.4,176277,3359,Low,74014.7528,104301
X3,2010,South America,Silver,Petrol,Automatic,2.2,164390,1467,Low,74863.75732,72827
M3,2016,Asia,Red,Hybrid,Manual,4.4,118719,213,Low,75090.62461,89534
X6,2018,Middle East,Red,Petrol,Manual,3.9,72622,605,Low,73666.29768,32153
M3,2020,Africa,Silver,Electric,Automatic,5,30375,8497,High,75586.74605,53876
7 Series,2022,North America,Black,Diesel,Automatic,2.4,183164,3045,Low,76290.84681,75994
X3,2019,Europe,Red,Petrol,Manual,3.5,61062,5107,Low,74915.77448,70013
M5,2024,South America,White,Electric,Manual,3.2,132381,6716,Low,75142.71164,57159
M5,2022,North America,White,Electric,Manual,4.8,117312,362,Low,75115.86079,36231
i3,2024,Middle East,Red,Diesel,Manual,1.8,185376,1190,Low,74736.61445,71758
M3,2015,Europe,Black,Hybrid,Automatic,3.6,195278,8999,High,74622.76228,96814
i3,2017,North America,Red,Electric,Manual,2.3,177890,4577,Low,75116.78207,105044
i3,2021,North America,White,Diesel,Manual,2.6,144346,5690,Low,75735.60773,112518
X1,2024,Europe,Silver,Electric,Manual,1.9,115552,9831,High,75953.52286,84847
X3,2012,North America,Silver,Hybrid,Manual,3.9,139540,1080,Low,74504.47914,100034
X6,2022,Asia,Grey,Electric,Manual,5,79896,9602,High,74335.66085,119098
3 Series,2020,Middle East,Grey,Hybrid,Manual,3.4,85066,4337,Low,73884.0011,96377
X6,2016,Africa,Grey,Electric,Automatic,1.9,47639,8169,High,73927.58086,74727
X1,2022,Asia,Grey,Hybrid,Manual,1.7,106279,3213,Low,75248.99268,101662
i3,2016,Asia,White,Diesel,Manual,4.2,106021,9436,High,75593.8432,36717
3 Series,2021,Europe,Grey,Petrol,Manual,3.4,161729,9740,High,74467.49095,118179
3 Series,2021,South America,Red,Diesel,Manual,3.3,44380,5939,Low,75508.07628,59961
M3,2018,Middle East,Grey,Electric,Manual,3.8,40035,2526,Low,74282.42542,97174
5 Series,2013,Europe,Silver,Petrol,Manual,1.8,115047,9403,High,75110.93715,38707
i3,2014,Africa,Red,Petrol,Automatic,2.3,101890,5353,Low,74828.65259,52531
X5,2014,Africa,Red,Petrol,Manual,2.5,52694,1175,Low,74231.92617,81001
M5,2011,Asia,Silver,Petrol,Automatic,2.6,181349,8811,High,74516.43716,111373
3 Series,2014,Europe,Grey,Hybrid,Manual,3.7,96873,8960,High,73892.34027,39567
3 Series,2014,Africa,Silver,Petrol,Manual,2.2,137082,5299,Low,75100.78224,79376
X1,2017,South America,White,Hybrid,Automatic,3,16982,5191,Low,75789.41221,106067
i8,2024,Europe,Grey,Hybrid,Manual,1.9,153385,7478,High,74374.77849,64860
i8,2014,Africa,Red,Petrol,Automatic,4.5,12530,4873,Low,75082.13456,95328
M5,2011,Africa,Black,Electric,Manual,3.6,123934,968,Low,73990.87124,104770
X6,2010,South America,Red,Diesel,Automatic,2.6,114730,5854,Low,74250.76374,54215
X3,2016,Middle East,Red,Hybrid,Manual,2.7,81599,224,Low,73954.19778,104110
X6,2013,North America,Black,Hybrid,Manual,3.2,144119,9068,High,73603.81552,83466
M5,2024,Europe,White,Diesel,Automatic,3.5,132371,755,Low,75338.7665,38910
X1,2024,Europe,Red,Hybrid,Manual,2.8,84157,3973,Low,75374.49574,52338
M5,2019,Middle East,Red,Petrol,Manual,2.1,86737,3537,Low,73747.25197,68981
M3,2016,Asia,Red,Diesel,Manual,1.7,25309,7180,High,75608.5376,41935
X3,2010,South America,Grey,Hybrid,Automatic,2.5,86419,7600,High,73666.25845,55913
M5,2010,Africa,White,Electric,Automatic,1.7,54305,8124,High,74606.11062,37067
i8,2015,Middle East,Red,Diesel,Manual,1.5,59348,1255,Low,74732.46169,67107
M3,2016,Africa,White,Petrol,Automatic,2.1,196042,5951,Low,75581.36738,39775
X5,2016,South America,Red,Electric,Automatic,5,34585,6178,Low,74793.75873,52689
5 Series,2010,North America,Silver,Petrol,Manual,3.6,56672,1575,Low,75242.54391,32990
3 Series,2012,South America,Silver,Petrol,Manual,2.8,137794,520,Low,75021.38078,99478
i3,2011,Middle East,White,Electric,Automatic,2.1,166958,6052,Low,74925.17851,37658
M5,2015,Asia,White,Petrol,Automatic,4.3,139777,8184,High,74922.50087,33282
7 Series,2013,North America,Grey,Hybrid,Automatic,1.6,151555,4264,Low,74855.73657,42956
5 Series,2015,Europe,Silver,Diesel,Manual,3.5,92393,9548,High,75318.76531,63945
X5,2020,North America,Grey,Diesel,Automatic,2.2,18224,6030,Low,74696.87084,54593
5 Series,2024,Europe,White,Petrol,Automatic,4.3,26693,3396,Low,76342.38481,35603
X3,2019,North America,Silver,Petrol,Automatic,4.9,2742,4991,Low,75489.70164,43695
7 Series,2020,North America,Red,Hybrid,Automatic,4.9,151175,4233,Low,75557.56573,61764
5 Series,2013,Middle East,White,Hybrid,Manual,3.2,96717,7121,High,74475.01416,69323
i8,2010,Middle East,White,Diesel,Manual,4.3,108015,5676,Low,74750.69828,45367
5 Series,2011,Asia,Blue,Petrol,Automatic,4.3,118768,8558,High,75928.16208,114054
X5,2014,Africa,Grey,Hybrid,Automatic,3.7,197735,5410,Low,73427.82407,31016
M5,2010,Europe,Silver,Hybrid,Automatic,1.6,10532,3208,Low,74166.86136,107368
X1,2017,Africa,Grey,Diesel,Manual,4.2,123333,5964,Low,74712.5255,110981
M3,2012,Asia,Black,Electric,Automatic,3.2,180107,8901,High,75548.53646,103343
X6,2024,Europe,Blue,Petrol,Manual,3.7,108746,5452,Low,75042.34473,78051
3 Series,2024,Africa,Red,Diesel,Manual,4.5,191155,8966,High,75146.33103,67380
X3,2023,Middle East,Blue,Electric,Manual,1.7,189846,6420,Low,75346.23835,118746
7 Series,2020,Europe,Blue,Petrol,Automatic,3.5,103850,9562,High,76203.53487,62178
M3,2024,South America,Silver,Diesel,Manual,1.8,40984,3883,Low,75893.12995,68436
X5,2012,South America,Silver,Electric,Automatic,3.7,22943,2058,Low,74905.80069,63321
i8,2010,Africa,White,Petrol,Manual,4.4,170762,9505,High,74723.53371,41750
5 Series,2018,Asia,Red,Hybrid,Automatic,1.8,16714,7585,High,75705.58477,87835
M3,2010,South America,Grey,Electric,Automatic,3.1,84246,4548,Low,74643.24483,53380
i8,2013,North America,Red,Hybrid,Automatic,1.6,121671,3428,Low,75013.07787,79219
X6,2022,Africa,White,Hybrid,Automatic,1.8,56202,1508,Low,74918.18178,88996
M3,2012,Africa,Silver,Diesel,Manual,2.4,195637,3413,Low,75027.11985,57093
M5,2022,South America,Black,Hybrid,Manual,2.4,182819,7939,High,73838.49506,39322
i8,2013,South America,White,Diesel,Manual,4.6,144336,2964,Low,75346.67172,30461
7 Series,2018,South America,Grey,Electric,Automatic,4.9,108163,5035,Low,75354.36926,82732
i8,2024,North America,Black,Petrol,Automatic,2.7,23499,8143,High,75729.66656,80412
3 Series,2014,Asia,Red,Petrol,Manual,2.7,91210,5001,Low,75486.65755,58461
X6,2020,South America,Red,Diesel,Manual,3.6,139054,6148,Low,74403.10915,116386
X6,2016,Europe,Red,Hybrid,Manual,4.2,7147,8952,High,73681.07935,36362
i8,2010,Asia,Blue,Diesel,Automatic,4,138483,8161,High,75878.73158,76722
i3,2021,North America,Grey,Hybrid,Manual,1.9,12526,1475,Low,74423.30224,71457
3 Series,2015,North America,Blue,Petrol,Automatic,1.9,79789,705,Low,76030.42685,58239
M5,2012,South America,Black,Electric,Automatic,4.7,194503,2324,Low,74214.6769,87603
3 Series,2022,North America,Grey,Hybrid,Manual,2.7,107099,7166,High,74446.58958,60227
3 Series,2015,Europe,Grey,Electric,Manual,4.9,79679,7096,High,74440.09877,118299
i8,2020,Europe,Blue,Diesel,Automatic,4.6,136898,2160,Low,76072.35072,118047
X5,2023,Asia,Silver,Diesel,Automatic,2.7,21818,1445,Low,75955.33044,53776
i3,2023,Europe,White,Hybrid,Automatic,1.8,191913,676,Low,75509.17843,61119
X5,2016,South America,Silver,Hybrid,Automatic,2.1,53660,4687,Low,74615.67663,97555
M5,2010,Asia,White,Electric,Automatic,2.9,122431,1267,Low,75258.52453,37069
5 Series,2010,Middle East,Black,Hybrid,Automatic,3.3,165591,5707,Low,74288.94575,112961
i8,2013,Africa,Red,Hybrid,Automatic,5,82079,3293,Low,74641.80095,87787
