Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Sales_Volume,Sales_Classification
M3,2012,Asia,Red,Petrol,Manual,2,26683,593,Low
i8,2020,Asia,Grey,Electric,Manual,4.9,16359,8155,High
M5,2010,South America,Red,Hybrid,Manual,1.5,61564,7742,High
7 Series,2018,Asia,White,Diesel,Manual,4.9,139090,9585,High
X5,2016,Asia,Silver,Diesel,Manual,4.9,3602,5111,Low
i8,2010,Asia,White,Electric,Automatic,3.8,41260,3207,Low
5 Series,2015,Middle East,White,Hybrid,Manual,2.7,178394,7055,High
X6,2011,North America,White,Petrol,Manual,2.9,79664,4878,Low
7 Series,2020,North America,Red,Diesel,Manual,4.4,100748,5305,Low
X5,2016,Africa,Blue,Electric,Automatic,2.7,72245,4489,Low
i3,2015,Africa,Grey,Electric,Automatic,4.6,19001,1756,Low
7 Series,2021,Europe,Red,Electric,Manual,3.1,65302,6300,Low
M5,2013,North America,Black,Hybrid,Manual,4.4,106602,3501,Low
M3,2021,South America,White,Electric,Automatic,1.6,172397,6971,Low
X3,2021,Africa,Grey,Petrol,Manual,1.7,91442,6277,Low
M5,2018,Asia,Grey,Electric,Manual,2.5,181355,7613,High
X5,2015,South America,Silver,Diesel,Automatic,2.7,74660,7161,High
i3,2013,Africa,Blue,Petrol,Manual,4.8,133260,5894,Low
M5,2020,Africa,Black,Petrol,Manual,2.3,30529,2005,Low
3 Series,2020,Europe,Silver,Electric,Manual,2.8,114789,5641,Low
3 Series,2010,Africa,Grey,Hybrid,Automatic,4.7,89289,7212,High
i3,2023,Asia,White,Diesel,Manual,4.3,194437,7348,High
i8,2019,North America,Black,Electric,Manual,4.5,44700,4025,Low
X6,2016,Africa,Black,Hybrid,Manual,3.5,21127,2565,Low
M3,2012,Europe,Red,Electric,Automatic,3.1,125303,6344,Low
7 Series,2016,Africa,Blue,Hybrid,Manual,2.6,107002,1518,Low
X3,2018,North America,Black,Electric,Automatic,2.4,127817,1821,Low
i3,2024,North America,Black,Diesel,Manual,2.9,108780,8838,High
M5,2010,South America,Grey,Hybrid,Manual,3.7,157973,9309,High
5 Series,2024,North America,White,Electric,Manual,2.7,98529,1883,Low
7 Series,2011,Europe,White,Diesel,Automatic,1.8,110442,2574,Low
X1,2019,Europe,Grey,Hybrid,Manual,4.8,22090,721,Low
M5,2022,South America,Grey,Hybrid,Automatic,2.1,35555,981,Low
i3,2013,Middle East,Black,Diesel,Automatic,1.8,72175,7395,High
M5,2019,Middle East,Grey,Petrol,Manual,2.9,139376,5213,Low
i3,2011,North America,Silver,Diesel,Manual,3.7,116254,7565,High
X3,2021,Middle East,Grey,Diesel,Manual,3.3,2391,3032,Low
7 Series,2018,South America,Red,Diesel,Manual,1.8,103607,1118,Low
X1,2016,Europe,White,Hybrid,Manual,3.1,192430,8141,High
X6,2016,South America,White,Diesel,Automatic,2.1,81646,6419,Low
3 Series,2021,Middle East,White,Petrol,Automatic,1.8,136732,7481,High
i8,2013,Asia,Grey,Electric,Automatic,4.4,87830,8149,High
5 Series,2023,Africa,Blue,Diesel,Automatic,5,140937,956,Low
X1,2021,North America,Black,Electric,Manual,2.4,173314,4609,Low
3 Series,2010,South America,White,Diesel,Automatic,3.3,79616,5970,Low
X3,2012,South America,Blue,Electric,Manual,2.5,178112,3742,Low
i8,2017,Africa,Blue,Electric,Automatic,1.6,104428,9961,High
3 Series,2017,South America,Blue,Hybrid,Automatic,3.6,149182,5746,Low
M5,2017,Europe,Red,Petrol,Automatic,4.5,72046,9731,High
X5,2023,South America,Red,Electric,Automatic,2.2,152117,2077,Low
M3,2020,South America,Red,Electric,Manual,4.5,60015,7374,High
X5,2012,Middle East,Red,Diesel,Manual,4.5,13084,6246,Low
3 Series,2019,Middle East,Grey,Electric,Manual,3.3,79658,4386,Low
3 Series,2020,Africa,Black,Petrol,Automatic,4.8,22293,3567,Low
X6,2020,North America,Red,Petrol,Manual,2.6,61770,3163,Low
i3,2018,Asia,Silver,Electric,Manual,2.1,3423,7144,High
X3,2020,South America,Silver,Diesel,Manual,3.2,52924,3288,Low
M3,2010,North America,Red,Electric,Manual,4.6,178209,4633,Low
3 Series,2018,Middle East,Grey,Electric,Automatic,2,31821,7341,High
X5,2023,North America,Red,Petrol,Manual,2.3,86415,7614,High
X1,2023,Middle East,Grey,Diesel,Automatic,4.3,84183,3707,Low
X3,2021,Middle East,White,Electric,Manual,1.9,6144,5821,Low
X6,2023,Europe,White,Electric,Manual,4.8,185461,462,Low
X3,2017,North America,Blue,Petrol,Automatic,2.1,57681,7288,High
M5,2019,South America,Black,Petrol,Automatic,2.4,170507,4468,Low
X6,2022,Africa,White,Diesel,Automatic,4.2,116359,7680,High
M3,2016,North America,White,Hybrid,Automatic,3.8,143320,8641,High
5 Series,2012,South America,White,Electric,Automatic,4.4,130038,3653,Low
i8,2017,Asia,Silver,Petrol,Automatic,3.6,126287,4218,Low
X6,2013,Asia,Grey,Diesel,Automatic,3.2,111974,1401,Low
M3,2016,Middle East,White,Electric,Manual,4.5,77303,4978,Low
X6,2013,South America,White,Electric,Automatic,3,113752,4801,Low
i3,2012,Africa,Red,Diesel,Manual,4.7,157803,4952,Low
7 Series,2016,Africa,Black,Hybrid,Automatic,2.4,60601,4172,Low
i8,2021,Africa,Grey,Hybrid,Manual,1.6,88803,7050,High
X5,2022,Asia,Grey,Diesel,Manual,3.1,11747,938,Low
i8,2023,Asia,Grey,Hybrid,Automatic,4.4,78964,8133,High
X3,2020,Africa,Red,Hybrid,Manual,4.7,174303,5787,Low
M5,2022,North America,Red,Hybrid,Automatic,2.6,7012,982,Low
X3,2019,Europe,Grey,Hybrid,Automatic,3.3,21231,6683,Low
M3,2023,Africa,Red,Diesel,Manual,3.8,59746,7089,High
7 Series,2010,Middle East,Red,Hybrid,Automatic,4.6,117826,2966,Low
M5,2019,Middle East,Black,Hybrid,Manual,2.2,60975,8653,High
i3,2021,Europe,Red,Petrol,Automatic,4.2,35332,4577,Low
7 Series,2014,Africa,Grey,Petrol,Automatic,3.4,139282,6621,Low
i3,2014,Africa,Silver,Electric,Manual,2,158750,6335,Low
M5,2017,Middle East,White,Petrol,Automatic,2.8,62910,458,Low
i3,2024,Africa,White,Petrol,Manual,2.6,124098,8791,High
7 Series,2017,Asia,Grey,Petrol,Automatic,2.6,1439,5342,Low
3 Series,2023,Europe,Red,Electric,Manual,5,26157,4477,Low
i8,2015,Africa,Red,Hybrid,Manual,2.1,26015,2236,Low
3 Series,2024,Africa,Silver,Diesel,Automatic,3.5,187882,5027,Low
X1,2016,North America,Black,Diesel,Automatic,2.6,154254,5524,Low
X3,2021,Middle East,White,Diesel,Automatic,2.6,7015,1607,Low
X1,2011,North America,Silver,Diesel,Manual,4.8,86055,6060,Low
i3,2024,Asia,Red,Diesel,Automatic,4.5,99556,482,Low
X1,2012,South America,Red,Electric,Manual,1.6,40946,4414,Low
M3,2013,Africa,Silver,Petrol,Manual,4.7,165908,1295,Low
M5,2018,North America,Red,Diesel,Manual,4.4,152693,476,Low
X5,2019,Africa,Grey,Hybrid,Automatic,4.4,73385,3156,Low
5 Series,2010,Africa,Blue,Diesel,Automatic,2.9,47011,5972,Low
i3,2022,Europe,Silver,Petrol,Manual,4.1,154385,9232,High
3 Series,2012,Middle East,Grey,Electric,Manual,2.2,163664,5832,Low
i8,2023,Middle East,Grey,Diesel,Manual,2,68831,9330,High
M3,2013,Middle East,Black,Electric,Automatic,2.5,27909,7752,High
X6,2023,South America,White,Hybrid,Manual,3.5,182256,7605,High
7 Series,2011,Asia,Red,Diesel,Automatic,3.1,182855,9711,High
M3,2017,Asia,Red,Electric,Manual,1.9,66132,6440,Low
i8,2016,South America,Silver,Petrol,Manual,3.9,159569,2394,Low
3 Series,2018,Asia,Blue,Electric,Automatic,2.2,136206,9380,High
i3,2015,Europe,Grey,Hybrid,Automatic,3.3,100213,8178,High
X6,2023,Africa,Black,Diesel,Automatic,3.8,1228,2799,Low
i8,2022,South America,Silver,Hybrid,Manual,2.3,90344,3508,Low
7 Series,2023,North America,Red,Electric,Automatic,3.5,70974,639,Low
i3,2012,Middle East,White,Diesel,Automatic,3.6,16192,6625,Low
5 Series,2022,Europe,Blue,Petrol,Manual,3.2,43485,8381,High
5 Series,2022,Middle East,Black,Diesel,Manual,4.8,114354,9690,High
X5,2010,South America,Red,Petrol,Manual,3.7,114335,9805,High
i8,2024,Africa,Blue,Diesel,Manual,4.3,73001,2721,Low
5 Series,2018,Asia,White,Electric,Manual,1.7,11663,9263,High
M5,2024,Middle East,Blue,Hybrid,Manual,4.6,104685,6882,Low
M3,2013,Europe,Black,Diesel,Manual,2.2,75951,6115,Low
X3,2012,Europe,Blue,Electric,Manual,3.5,55733,7225,High
X6,2016,North America,Silver,Petrol,Automatic,3.4,177416,2232,Low
X3,2017,Asia,Grey,Diesel,Automatic,4,36233,4851,Low
M3,2024,North America,Black,Hybrid,Manual,1.7,188710,748,Low
3 Series,2014,Europe,White,Hybrid,Manual,2.1,51202,5965,Low
3 Series,2010,Africa,Grey,Hybrid,Automatic,3.4,88060,2743,Low
X5,2016,South America,Silver,Petrol,Automatic,4.3,147301,4813,Low
M3,2019,Middle East,Silver,Hybrid,Automatic,3.1,157605,619,Low
i8,2020,North America,Black,Diesel,Automatic,2.4,125011,555,Low
X5,2023,Asia,Black,Hybrid,Manual,3.2,142865,9909,High
5 Series,2016,Middle East,White,Electric,Manual,3.2,17288,5407,Low
X5,2013,Europe,Red,Petrol,Manual,3.2,76789,874,Low
3 Series,2013,Asia,Red,Electric,Automatic,2.7,153822,9010,High
i3,2010,Africa,Silver,Petrol,Manual,3,157473,3407,Low
M5,2019,Africa,Black,Hybrid,Manual,2.2,169970,5721,Low
X1,2023,North America,Black,Petrol,Automatic,3.7,149242,7896,High
X6,2021,Europe,White,Diesel,Automatic,3.9,80079,1737,Low
i3,2021,Middle East,Blue,Hybrid,Manual,2,141187,9837,High
X3,2016,North America,Red,Hybrid,Automatic,2.7,122835,4644,Low
5 Series,2017,Asia,Black,Hybrid,Manual,4.3,65261,971,Low
3 Series,2015,Africa,Black,Hybrid,Automatic,2.3,75894,8216,High
3 Series,2023,Middle East,White,Electric,Manual,4.1,82653,1742,Low
i3,2018,Middle East,Silver,Electric,Manual,4.1,142306,2787,Low
M5,2017,South America,Black,Petrol,Manual,2.8,147105,1001,Low
M5,2015,Europe,Black,Petrol,Manual,3.9,118681,1776,Low
i8,2014,North America,Silver,Petrol,Manual,2.3,76916,2821,Low
M3,2016,Europe,Blue,Hybrid,Manual,2.4,52533,2310,Low
i8,2019,Africa,White,Diesel,Manual,3.2,36233,3293,Low
X1,2016,Asia,Red,Petrol,Manual,2.7,119819,9124,High
7 Series,2020,Asia,Blue,Electric,Automatic,2.9,129351,5734,Low
3 Series,2011,North America,Red,Petrol,Manual,2.6,74426,5543,Low
i8,2012,Middle East,Red,Diesel,Automatic,4.2,93079,5786,Low
X6,2017,Africa,Grey,Diesel,Manual,4.8,185867,2100,Low
X3,2015,North America,Black,Diesel,Manual,4.6,174126,1117,Low
M5,2013,Asia,White,Petrol,Automatic,2.9,48446,6270,Low
M3,2019,South America,Grey,Electric,Automatic,2.1,61096,3888,Low
5 Series,2014,South America,White,Hybrid,Automatic,1.7,165187,7330,High
i3,2016,South America,White,Electric,Automatic,3.2,136399,5199,Low
X1,2019,South America,White,Electric,Manual,4.1,141160,2596,Low
i8,2012,North America,Silver,Petrol,Manual,4.8,42266,975,Low
3 Series,2013,Africa,Blue,Hybrid,Automatic,2.5,176701,6833,Low
X1,2017,Middle East,Silver,Petrol,Automatic,3.9,162189,399,Low
i3,2010,North America,Black,Petrol,Automatic,1.8,41508,8957,High
M3,2015,North America,Black,Petrol,Manual,2.4,57722,1178,Low
i3,2011,Europe,Silver,Electric,Automatic,2.7,149311,3728,Low
i8,2010,South America,White,Petrol,Automatic,1.6,52522,6463,Low
i8,2013,Asia,Blue,Petrol,Manual,2.9,116287,9442,High
5 Series,2018,North America,Red,Diesel,Automatic,3.5,89752,4611,Low
i8,2015,Europe,Silver,Electric,Automatic,2.8,124075,1892,Low
i8,2022,South America,Silver,Petrol,Automatic,3.3,56399,6047,Low
i3,2022,North America,Blue,Electric,Automatic,4.3,32470,9045,High
X1,2016,Asia,Black,Electric,Manual,3.4,180070,4793,Low
i3,2018,Africa,Silver,Hybrid,Manual,1.8,47139,3703,Low
i3,2012,South America,Silver,Diesel,Manual,2.4,23563,4810,Low
X6,2018,Europe,Grey,Electric,Manual,2.9,152599,4793,Low
i3,2017,North America,White,Hybrid,Manual,2,128729,2088,Low
5 Series,2013,Middle East,Silver,Hybrid,Automatic,3.9,192476,9328,High
i8,2015,South America,Black,Petrol,Automatic,4.8,12516,3215,Low
M3,2015,South America,White,Diesel,Automatic,4.2,118300,3243,Low
M3,2024,Europe,White,Electric,Automatic,2.9,40725,4152,Low
X3,2014,Asia,Grey,Hybrid,Manual,3.6,160463,7655,High
M5,2024,North America,Black,Electric,Automatic,4.5,46224,4994,Low
X6,2019,South America,Silver,Petrol,Manual,1.9,165443,9749,High
X5,2020,Middle East,Blue,Hybrid,Automatic,3,136758,4000,Low
M5,2013,Europe,Blue,Electric,Manual,4.7,63247,9345,High
X1,2015,South America,Black,Electric,Manual,3.4,194529,2078,Low
X1,2024,Asia,Red,Diesel,Manual,4.7,40269,5442,Low
3 Series,2015,Europe,Black,Hybrid,Automatic,2.2,168245,363,Low
X6,2011,Europe,Blue,Electric,Automatic,1.6,98548,7515,High
i3,2019,Africa,Grey,Hybrid,Manual,1.9,14422,8024,High
7 Series,2023,Africa,White,Petrol,Automatic,2.6,141244,8167,High
M5,2023,North America,White,Hybrid,Automatic,2.1,146526,6186,Low
5 Series,2019,Africa,Red,Electric,Manual,2.7,178427,8056,High
X5,2022,North America,Grey,Petrol,Manual,2,44457,102,Low
M5,2014,Middle East,White,Diesel,Automatic,2.8,46000,796,Low
X6,2024,South America,Grey,Petrol,Automatic,1.7,184079,9670,High
3 Series,2023,South America,Grey,Hybrid,Automatic,4.9,76793,4446,Low
X6,2018,Middle East,White,Hybrid,Automatic,4.3,183528,667,Low
X6,2020,Middle East,Silver,Electric,Automatic,2.7,90498,7986,High
i3,2023,Asia,White,Diesel,Manual,2.4,177398,1623,Low
M3,2020,South America,Grey,Electric,Manual,1.7,21086,401,Low
M3,2018,Europe,Red,Hybrid,Manual,4.8,15183,5236,Low
X3,2020,Africa,Red,Petrol,Manual,3,124921,3727,Low
7 Series,2013,South America,Red,Electric,Automatic,2.4,339,7567,High
X1,2019,Africa,Black,Hybrid,Manual,2.9,109154,820,Low
X1,2020,Africa,Red,Petrol,Automatic,4.1,82567,9574,High
X3,2010,Europe,Red,Hybrid,Manual,3.2,75168,2133,Low
X1,2016,South America,Black,Hybrid,Manual,2.3,144804,7279,High
i3,2013,Middle East,Black,Electric,Manual,4.2,94361,2910,Low
M3,2020,South America,Black,Hybrid,Manual,2.1,1179,6118,Low
X1,2023,South America,Grey,Hybrid,Automatic,4.8,182569,9134,High
X1,2024,South America,Black,Hybrid,Automatic,5,142020,6320,Low
M3,2023,Africa,Grey,Electric,Manual,4.9,174091,6818,Low
X6,2015,Europe,Grey,Electric,Automatic,2.4,187317,2226,Low
7 Series,2017,Africa,White,Petrol,Manual,2.7,197207,7766,High
i3,2015,Asia,Black,Diesel,Manual,4.6,180972,4547,Low
X5,2015,Europe,Grey,Electric,Automatic,3.3,33597,6000,Low
X6,2016,Asia,Blue,Diesel,Automatic,3.6,144478,899,Low
i8,2023,Africa,Black,Petrol,Automatic,4.7,170522,7773,High
7 Series,2019,Europe,Red,Petrol,Automatic,4.3,58667,2828,Low
M5,2012,Europe,Grey,Diesel,Automatic,2.4,71735,9861,High
7 Series,2013,South America,Black,Petrol,Manual,2.6,68617,6823,Low
7 Series,2016,Europe,Silver,Hybrid,Automatic,2.3,192422,4159,Low
X5,2020,Europe,White,Petrol,Automatic,4.4,186589,9023,High
7 Series,2020,Africa,Grey,Petrol,Automatic,3.4,157106,2979,Low
X5,2023,Africa,Red,Petrol,Manual,4.6,195104,6880,Low
M5,2013,Africa,White,Petrol,Automatic,3.1,15912,5975,Low
3 Series,2020,Middle East,White,Petrol,Manual,1.7,131455,8325,High
i3,2012,Europe,Black,Diesel,Manual,2.9,133347,3643,Low
X6,2010,North America,Black,Diesel,Manual,3.5,128682,4855,Low
X5,2018,Africa,Blue,Electric,Manual,4.3,151915,244,Low
X3,2017,South America,Blue,Diesel,Manual,4.1,4419,195,Low
3 Series,2016,North America,Black,Diesel,Automatic,2.1,42980,6336,Low
X5,2011,Asia,Silver,Electric,Automatic,2.2,79538,520,Low
i8,2018,Asia,Silver,Petrol,Automatic,2.6,93445,6488,Low
7 Series,2015,Africa,Silver,Petrol,Manual,4.5,67610,8637,High
M5,2023,Africa,White,Petrol,Automatic,3.2,38375,8317,High
X1,2013,North America,Blue,Electric,Manual,2.4,133065,1680,Low
M5,2014,Europe,Black,Petrol,Manual,2,84752,5045,Low
X5,2010,South America,White,Electric,Automatic,3.2,143322,2526,Low
M5,2014,Africa,Grey,Diesel,Automatic,4.4,103947,7482,High
i8,2020,Africa,Grey,Hybrid,Automatic,3,168334,5743,Low
3 Series,2016,South America,Blue,Hybrid,Manual,3.3,187892,7879,High
X5,2021,Africa,Red,Hybrid,Automatic,2.8,19188,2731,Low
i8,2021,Middle East,Red,Petrol,Automatic,4,106225,6675,Low
i3,2015,Africa,Black,Hybrid,Automatic,3.6,89728,3848,Low
i3,2019,Africa,White,Petrol,Manual,3.8,101960,8634,High
X1,2018,Africa,White,Electric,Manual,3.7,60363,7001,High
X5,2012,South America,White,Diesel,Manual,4.1,93149,2973,Low
X5,2014,South America,White,Petrol,Automatic,3.7,10070,4631,Low
i3,2015,Middle East,Black,Electric,Manual,4.3,132288,1944,Low
i3,2015,Africa,White,Diesel,Automatic,3,73180,3584,Low
3 Series,2012,Africa,Black,Electric,Manual,3.2,37201,8047,High
X5,2021,Middle East,White,Hybrid,Manual,4.9,107593,2151,Low
X3,2016,Asia,Grey,Petrol,Manual,1.6,103204,5695,Low
X6,2020,Middle East,Silver,Diesel,Manual,2.9,28048,676,Low
7 Series,2019,North America,Black,Electric,Automatic,2.1,92531,259,Low
7 Series,2012,Asia,Silver,Electric,Automatic,3.7,124348,1621,Low
M5,2013,Asia,Black,Petrol,Manual,3.3,90460,4907,Low
X3,2016,Europe,Black,Diesel,Automatic,2.5,106846,6844,Low
X5,2012,Europe,Silver,Diesel,Automatic,3.8,86268,8442,High
7 Series,2014,Africa,White,Diesel,Automatic,3.5,95182,5168,Low
i8,2021,Middle East,White,Petrol,Manual,3.9,37252,6204,Low
X3,2022,Asia,Silver,Diesel,Automatic,2.1,2383,7667,High
X3,2011,Europe,White,Diesel,Manual,4,163608,6199,Low
i3,2013,South America,Red,Hybrid,Automatic,4.3,139423,5343,Low
X1,2020,North America,Black,Petrol,Automatic,3.2,794,6371,Low
X1,2021,Africa,Grey,Hybrid,Manual,4.5,179494,3200,Low
5 Series,2016,Asia,Grey,Electric,Automatic,2.3,88006,7370,High
X5,2014,Africa,Red,Diesel,Automatic,4.3,128783,9656,High
M3,2017,Asia,Red,Electric,Manual,4.7,177618,3121,Low
M3,2024,Europe,Black,Diesel,Automatic,2.3,93301,875,Low
3 Series,2020,Africa,Blue,Diesel,Automatic,2.5,1863,1697,Low
3 Series,2012,Asia,Red,Petrol,Automatic,1.7,193044,5086,Low
M5,2021,Africa,Silver,Diesel,Manual,3.7,170100,6260,Low
M5,2016,North America,Black,Petrol,Automatic,3.1,107451,9502,High
M3,2021,North America,White,Hybrid,Manual,3.4,36156,2745,Low
3 Series,2017,South America,Silver,Electric,Manual,3.4,144332,5037,Low
M5,2013,Asia,Blue,Petrol,Manual,4.5,15695,9123,High
X5,2018,Africa,White,Electric,Automatic,3,172934,4229,Low
X6,2016,Middle East,Silver,Diesel,Manual,3.5,162550,9485,High
X3,2013,Europe,Black,Hybrid,Automatic,1.7,177833,4332,Low
X6,2024,Asia,Blue,Diesel,Automatic,4.9,178636,5325,Low
M3,2020,Europe,Blue,Petrol,Manual,2.2,122380,5328,Low
X5,2024,Middle East,Black,Electric,Automatic,2.1,11102,7037,High
X5,2010,Europe,Silver,Hybrid,Manual,4.8,68537,4781,Low
3 Series,2014,Asia,Black,Electric,Manual,4.4,81989,5526,Low
i8,2017,Middle East,Grey,Petrol,Manual,1.7,179121,9879,High
3 Series,2023,North America,White,Petrol,Automatic,1.9,40710,9139,High
X5,2014,Asia,White,Petrol,Automatic,3.6,110426,8061,High
X6,2024,Asia,White,Hybrid,Manual,3.7,4650,9074,High
M5,2022,Europe,White,Electric,Automatic,3.2,116833,1456,Low
X5,2022,Europe,Blue,Electric,Manual,2.4,173695,8974,High
i8,2015,Europe,Grey,Diesel,Automatic,3.8,108425,5411,Low
7 Series,2022,South America,White,Electric,Automatic,4.7,102549,432,Low
i3,2010,North America,Silver,Petrol,Manual,3,29909,7171,High
X3,2015,Middle East,Black,Hybrid,Manual,4.7,117221,2942,Low
X1,2022,South America,Black,Petrol,Automatic,1.9,198343,3347,Low
X1,2017,Middle East,Grey,Diesel,Automatic,2.7,5252,2103,Low
5 Series,2024,North America,Red,Hybrid,Manual,2.6,9162,1603,Low
M5,2024,Asia,Red,Hybrid,Automatic,3.5,150714,6976,Low
X6,2016,South America,White,Hybrid,Manual,3.5,195289,6190,Low
5 Series,2010,North America,Silver,Petrol,Manual,4.6,73242,7936,High
X3,2012,Asia,Blue,Hybrid,Manual,2.9,140616,2612,Low
X5,2016,Europe,Blue,Petrol,Manual,3.9,70704,4724,Low
7 Series,2020,North America,Black,Petrol,Manual,2.4,172698,5438,Low
M5,2012,North America,Grey,Electric,Automatic,2.3,157101,3859,Low
M3,2023,South America,Red,Electric,Manual,2.6,111893,8648,High
X6,2021,Africa,Black,Electric,Automatic,2.1,51495,824,Low
3 Series,2021,Africa,Red,Petrol,Automatic,3,17102,4968,Low
M3,2013,Asia,Blue,Diesel,Automatic,1.9,49305,2287,Low
M3,2014,North America,Red,Diesel,Manual,2.2,85668,5001,Low
i3,2024,Africa,Silver,Hybrid,Automatic,2.3,31113,2314,Low
3 Series,2012,North America,Black,Electric,Automatic,1.9,52801,6885,Low
i8,2011,North America,Blue,Petrol,Automatic,3.6,116642,1710,Low
i3,2022,Asia,Grey,Diesel,Manual,4.9,37042,7376,High
X1,2012,North America,Black,Electric,Manual,1.8,80289,3581,Low
i8,2011,North America,Silver,Electric,Manual,2.4,11285,529,Low
X1,2016,South America,Blue,Hybrid,Automatic,2.8,178981,2076,Low
X3,2019,North America,Blue,Diesel,Automatic,1.6,194231,7475,High
X6,2022,Middle East,Silver,Petrol,Manual,3.2,183938,516,Low
5 Series,2013,Europe,Red,Electric,Manual,2.6,189078,5909,Low
X1,2011,Europe,Blue,Petrol,Automatic,3.1,25103,358,Low
X5,2014,South America,Red,Diesel,Automatic,3.1,179302,5266,Low
3 Series,2021,Europe,White,Diesel,Automatic,3.2,118523,5613,Low
i8,2017,Europe,Black,Petrol,Automatic,4.3,197595,9877,High
X6,2023,Africa,White,Petrol,Automatic,2,93223,1015,Low
i3,2015,Africa,Black,Electric,Manual,3.9,39178,1565,Low
X3,2010,Africa,Silver,Electric,Manual,4.2,50981,3240,Low
7 Series,2011,Asia,Grey,Petrol,Automatic,5,98533,7503,High
i3,2018,Middle East,White,Petrol,Automatic,3.8,193659,452,Low
X6,2015,North America,Silver,Electric,Manual,2,6473,4533,Low
X1,2015,Africa,Grey,Petrol,Automatic,5,138031,7503,High
i3,2018,South America,Grey,Hybrid,Manual,4.4,184440,4296,Low
3 Series,2017,North America,Blue,Petrol,Manual,1.7,21833,8172,High
X3,2016,Middle East,Silver,Petrol,Manual,4.7,55691,3993,Low
5 Series,2022,South America,Grey,Petrol,Automatic,3.5,55306,8853,High
5 Series,2023,South America,White,Hybrid,Manual,4.9,160890,9389,High
M5,2012,Middle East,Black,Hybrid,Automatic,4.6,129474,7413,High
7 Series,2022,South America,Silver,Diesel,Automatic,4.5,194724,6062,Low
X1,2011,Asia,Grey,Electric,Automatic,4.9,133987,9105,High
5 Series,2014,Europe,White,Electric,Automatic,2.9,64757,940,Low
M3,2018,South America,Silver,Petrol,Automatic,2.4,15095,2607,Low
i8,2013,Europe,Blue,Electric,Automatic,2.1,91700,9789,High
M5,2010,Asia,Black,Diesel,Manual,1.9,20840,1107,Low
X5,2019,Middle East,Red,Diesel,Automatic,3,79280,5937,Low
M3,2017,Europe,Red,Electric,Automatic,4,29482,8398,High
3 Series,2024,North America,Black,Petrol,Automatic,4.1,126513,3722,Low
i3,2020,Europe,Blue,Electric,Manual,4.8,101081,2710,Low
i8,2010,South America,Blue,Diesel,Manual,1.8,30975,5448,Low
3 Series,2015,North America,White,Petrol,Manual,2.6,189854,419,Low
